id,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
20218037,83835882,Andi Und Maria,Mitte,Regierungsviertel,52.510658,13.379387,Private room,0.000000,1,70,3,10
20448073,81030660,Isabell,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.490158,13.376745,Private room,0.000000,1,0,3,0
21154484,10246791,Jeanne,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.509415,13.460555,Private room,0.000000,3,0,1,0
20717658,127309004,Kim,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.505836,13.465071,Entire home/apt,0.000000,3,4,4,230
20382969,34385521,René,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.521408,13.453777,Private room,0.000000,4,1,2,0
20317884,23943422,Stephan,Pankow,Prenzlauer Berg Süd,52.536575,13.429483,Entire home/apt,0.000000,2,1,3,0
18612697,49435601,Svenja,Tempelhof - Schöneberg,Marienfelde,52.420357,13.366275,Private room,0.000000,1,26,1,124
20671210,1210739,TRIO Apartment Hotel,Marzahn - Hellersdorf,Marzahn-Süd,52.518929,13.525894,Entire home/apt,0.000000,3,3,17,343
22739713,167202681,Raafat,Mitte,Moabit Ost,52.525639,13.367185,Private room,1.000000,1,87,1,5
21911198,159867873,Dhia,Steglitz - Zehlendorf,Albrechtstr.,52.460239,13.333190,Shared room,8.000000,1,10,1,0
2161434,8864348,Maria,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.513226,13.438203,Private room,8.000000,15,1,1,0
16298466,80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.504581,13.397133,Private room,8.000000,1,44,4,0
24452824,80898392,Paolo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.505836,13.395250,Private room,8.000000,1,35,4,0
10961123,56855980,Ann,Mitte,Brunnenstr. Nord,52.550385,13.384695,Private room,9.000000,7,1,1,0
13630379,42990588,Babs,Neukölln,Rudow,52.415680,13.488413,Private room,9.000000,2,0,1,0
25853319,194247858,Circle,Tempelhof - Schöneberg,Schöneberg-Süd,52.480522,13.346458,Shared room,9.000000,60,0,1,279
24730795,10588246,Jacob,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.517895,13.465117,Entire home/apt,9.000000,1,6,4,0
18028772,8274829,Jens,Steglitz - Zehlendorf,Drakestr.,52.426304,13.281162,Private room,9.000000,1,11,1,132
8021361,42350439,Jessy,Pankow,Prenzlauer Berg Südwest,52.538719,13.407640,Private room,9.000000,1,0,1,0
17281529,62517389,Paul,Pankow,Prenzlauer Berg Südwest,52.537506,13.413592,Entire home/apt,9.000000,95,26,1,0
28996273,190098008,R.Cesar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.494949,13.382766,Shared room,9.000000,7,2,2,148
29045424,190098008,R.Cesar,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.496559,13.380969,Shared room,9.000000,3,1,2,144
2382613,6417948,Rex,Steglitz - Zehlendorf,Teltower Damm,52.420811,13.233494,Private room,9.000000,54,5,1,0
28665983,20779009,Seli,Mitte,Brunnenstr. Nord,52.544998,13.371609,Private room,9.000000,3,3,1,8
265402,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510643,13.445674,Shared room,9.000000,1,10,14,276
265408,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510925,13.447062,Shared room,9.000000,1,5,14,275
265416,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.509991,13.446542,Shared room,9.000000,1,58,14,319
265433,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510601,13.445242,Shared room,9.000000,1,25,14,318
265444,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510445,13.445327,Shared room,9.000000,1,73,14,314
3108596,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510628,13.445792,Shared room,9.000000,1,19,14,294
3108686,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.509525,13.446431,Shared room,9.000000,1,20,14,312
3109015,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.509529,13.445415,Shared room,9.000000,1,16,14,316
3109139,1391772,Sunflower Hostel,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.510437,13.446958,Shared room,9.000000,1,44,14,310
22715135,55574857,William,Mitte,Parkviertel,52.557137,13.335183,Private room,9.000000,2,6,1,0
11223811,48304780,Yingya,Neukölln,Gropiusstadt,52.424637,13.476090,Private room,9.000000,1,0,1,0
11933723,14509424,Aleksej,Pankow,Weißensee,52.555073,13.431726,Shared room,10.000000,10,3,1,0
21935915,47610585,Anja,Mitte,Moabit West,52.520988,13.338443,Shared room,10.000000,1,0,3,3
22480402,35651427,Daniele,Neukölln,Buckow,52.426144,13.406885,Entire home/apt,10.000000,30,3,1,99
11239411,2826130,David,Mitte,Moabit Ost,52.536026,13.358258,Private room,10.000000,6,1,1,0
18005246,31961550,Emiliano,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515636,13.459548,Private room,10.000000,14,0,1,0
29571566,57095597,Erika,Mitte,Brunnenstr. Süd,52.534744,13.397882,Entire home/apt,10.000000,7,0,1,15
29096509,102744742,Felix,Lichtenberg,Alt-Lichtenberg,52.513573,13.476752,Shared room,10.000000,1,4,2,20
16184180,105678463,Galo,Steglitz - Zehlendorf,Lankwitz,52.436615,13.345710,Private room,10.000000,14,0,1,0
9964785,14943212,Hajo,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.515079,13.436863,Private room,10.000000,1,1,1,0
21379756,154843007,Hanna,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.498882,13.459279,Private room,10.000000,4,1,1,0
17245968,88250254,Hannes,Mitte,Alexanderplatz,52.523098,13.393157,Private room,10.000000,10,0,1,0
5504117,28548193,Janis,Mitte,Moabit West,52.531025,13.328013,Entire home/apt,10.000000,1,11,1,0
18561176,59073111,Konstantin,Reinickendorf,West 4,52.565289,13.325170,Private room,10.000000,1,82,3,16
9160334,47684936,Louise,Pankow,Helmholtzplatz,52.543728,13.418942,Entire home/apt,10.000000,1,0,1,0
23384433,83729563,Marc,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.492310,13.383906,Private room,10.000000,1,1,1,0
13269263,74752664,Maru,Mitte,Parkviertel,52.547592,13.350430,Shared room,10.000000,2,6,1,0
23247865,173015724,Mateo,Tempelhof - Schöneberg,Schöneberg-Süd,52.489765,13.358777,Private room,10.000000,1,3,1,0
18096813,124625390,Michael,Mitte,Tiergarten Süd,52.504063,13.346745,Private room,10.000000,1,0,1,0
8368762,44108226,Michela,Mitte,Osloer Straße,52.559589,13.380918,Shared room,10.000000,7,0,1,0
7498899,39277440,Olgahan,Charlottenburg-Wilm.,Heerstrasse,52.505863,13.263986,Private room,10.000000,1,0,1,0
11474059,60371337,Patrick,Neukölln,Rixdorf,52.478394,13.448208,Private room,10.000000,1,1,1,0
5350595,12646731,Rita,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.516407,13.467660,Private room,10.000000,1,0,1,0
22607348,9928638,Sergio,Treptow - Köpenick,Baumschulenweg,52.468094,13.487103,Private room,10.000000,30,7,2,156
20189800,31643602,Steven,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.511887,13.468219,Entire home/apt,10.000000,2,7,2,0
13093394,71652298,Uma,Mitte,Osloer Straße,52.566494,13.383740,Private room,10.000000,1,0,1,0
27708156,89597,Van Bo,Tempelhof - Schöneberg,Schöneberg-Nord,52.503536,13.346780,Private room,10.000000,5,1,3,223
10834879,46693909,Daniel,Neukölln,Reuterstraße,52.482059,13.437810,Private room,11.000000,1,1,1,0
7357993,38552463,Felix,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Süd,52.516476,13.440365,Private room,11.000000,1,1,1,0
18356404,43082788,Hannah,Tempelhof - Schöneberg,Friedenau,52.467834,13.338435,Private room,11.000000,4,8,1,0
11485590,5600476,Julia,Neukölln,Rixdorf,52.476532,13.446484,Private room,11.000000,1,0,1,0
21386363,32007041,Mahmoud,Neukölln,Schillerpromenade,52.482487,13.421910,Private room,11.000000,1,2,1,0
22242300,160281288,Muhammed,Lichtenberg,Frankfurter Allee Süd,52.511341,13.486208,Shared room,11.000000,1,26,2,35
7284508,38145829,Nico,Lichtenberg,Neu Lichtenberg,52.510536,13.502467,Private room,11.000000,4,6,1,0
21737050,21725290,Nora,Mitte,Parkviertel,52.555019,13.336125,Private room,11.000000,5,1,1,0
17474140,14092742,Alina,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.497887,13.436774,Private room,12.000000,7,1,1,0
22101742,2327731,Anna,Treptow - Köpenick,Grünau,52.425961,13.575772,Private room,12.000000,2,0,1,0
9956966,19336587,Ayu,Pankow,Prenzlauer Berg Südwest,52.539986,13.415862,Shared room,12.000000,1,0,1,0
11366265,50534425,Carolin,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.515675,13.462746,Private room,12.000000,1,1,1,0
14443689,73996689,Clara Maj,Tempelhof - Schöneberg,Tempelhof,52.463924,13.378702,Private room,12.000000,5,5,1,0
16235439,106115323,Donal,Pankow,Prenzlauer Berg Nord,52.548855,13.433018,Private room,12.000000,14,0,1,0
22182082,162056711,Hussain,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.497643,13.464023,Shared room,12.000000,1,1,1,0
8149848,28245842,Jeannette,Mitte,Wedding Zentrum,52.540066,13.352282,Private room,12.000000,3,4,2,0
11222384,58474737,Jonas,Mitte,Parkviertel,52.547447,13.356578,Private room,12.000000,1,0,1,0
15363343,9764235,Katrina,Lichtenberg,Alt-Lichtenberg,52.513187,13.483773,Private room,12.000000,1,4,1,0
11631211,61629010,Kristof,Neukölln,Neuköllner Mitte/Zentrum,52.478619,13.436738,Private room,12.000000,2,0,1,0
11569258,61123667,Leon,Mitte,Brunnenstr. Nord,52.551804,13.381817,Private room,12.000000,25,0,1,0
16436355,32079227,Mahon,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.513805,13.469859,Private room,12.000000,1,0,1,0
2224714,11353108,Martin,Mitte,Brunnenstr. Nord,52.543652,13.375194,Private room,12.000000,2,120,1,6
11088514,11841571,Mike,Mitte,Moabit Ost,52.522522,13.345113,Private room,12.000000,60,7,1,282
13595741,45543558,Monika,Mitte,Wedding Zentrum,52.549213,13.363589,Private room,12.000000,3,1,2,0
21955664,160281288,Muhammed,Lichtenberg,Frankfurter Allee Süd,52.510448,13.485381,Shared room,12.000000,1,9,2,35
18591937,52147903,Ngoc Anh,Lichtenberg,Friedrichsfelde Nord,52.511444,13.504482,Private room,12.000000,3,1,3,0
15764629,101932877,Nizam,Spandau,Hakenfelde,52.564716,13.216285,Shared room,12.000000,1,2,1,0
7615850,11716033,NoName,Mitte,Osloer Straße,52.554604,13.392305,Private room,12.000000,1,0,1,0
23117849,18322069,Norm,Tempelhof - Schöneberg,Schöneberg-Nord,52.495975,13.350414,Shared room,12.000000,1,34,2,267
26630737,3363166,Paulina,Mitte,Osloer Straße,52.559608,13.373399,Shared room,12.000000,5,1,1,129
10932482,56679285,Sagar,Lichtenberg,Friedrichsfelde Süd,52.496330,13.509267,Private room,12.000000,7,0,1,0
26701751,18190953,Sara,Mitte,Osloer Straße,52.563683,13.391730,Private room,12.000000,10,0,1,0
27384294,26294681,Abdelnasser,Reinickendorf,Ost 1,52.569778,13.379412,Private room,13.000000,5,0,1,206
9734774,24757938,Amira,Tempelhof - Schöneberg,Tempelhof,52.464851,13.374483,Private room,13.000000,1,0,2,0
22074705,105587747,Annette,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.510983,13.473041,Private room,13.000000,2,1,1,56
19688346,58927480,Antonio,Pankow,Weißensee,52.548779,13.454409,Private room,13.000000,20,12,1,0
20666566,108988707,Barei,Lichtenberg,Alt-Hohenschönhausen Süd,52.535023,13.505269,Private room,13.000000,1,0,2,0
14158261,85496995,Carsten,Tempelhof - Schöneberg,Tempelhof,52.465424,13.392554,Private room,13.000000,20,0,1,0
20633445,95574806,Claudia,Neukölln,Rixdorf,52.478683,13.446605,Private room,13.000000,2,0,1,0
23497750,175432970,Daniel,Mitte,Moabit Ost,52.516281,13.334716,Private room,13.000000,1,2,1,0
27227889,205051811,David,Treptow - Köpenick,Dammvorstadt,52.456814,13.578815,Private room,13.000000,1,10,1,0
21437361,155406724,Florian,Lichtenberg,Friedrichsfelde Süd,52.496235,13.522314,Private room,13.000000,5,0,1,0
13090845,48503030,Galuh,Mitte,Brunnenstr. Nord,52.542152,13.366666,Shared room,13.000000,2,18,1,0
6787568,35535507,George,Mitte,Brunnenstr. Süd,52.531204,13.400209,Private room,13.000000,21,0,1,0
22000616,160648874,Himo,Spandau,Spandau Mitte,52.551407,13.195691,Private room,13.000000,3,0,1,0
23618436,176555661,Jacqueline,Neukölln,Neuköllner Mitte/Zentrum,52.470394,13.435597,Private room,13.000000,7,0,1,0
11768062,51795383,Jana,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.498806,13.414107,Private room,13.000000,4,9,1,0
7935792,41846622,Javier,Neukölln,Neuköllner Mitte/Zentrum,52.465916,13.441221,Private room,13.000000,1,1,1,0
9875492,50816374,Katarzyna,Lichtenberg,Fennpfuhl,52.523262,13.476710,Private room,13.000000,13,0,1,0
22874941,143330597,Katja,Pankow,Prenzlauer Berg Süd,52.539131,13.426535,Private room,13.000000,3,0,1,0
21548334,156664043,Kim,Treptow - Köpenick,Alt  Treptow,52.491310,13.451851,Private room,13.000000,1,0,1,0
21990501,156580537,Laurette,Mitte,Osloer Straße,52.558155,13.379606,Private room,13.000000,5,1,1,0
20759181,107130180,Lisa,Mitte,Osloer Straße,52.558365,13.376628,Private room,13.000000,7,5,1,5
24815891,3995595,Matt,Treptow - Köpenick,Müggelheim,52.413887,13.674890,Private room,13.000000,2,2,2,46
19723034,139031032,Mikitsa,Treptow - Köpenick,Dammvorstadt,52.454529,13.587082,Private room,13.000000,7,1,1,0
15627984,46076661,Miso,Charlottenburg-Wilm.,Kantstraße,52.511372,13.316611,Private room,13.000000,2,0,1,0
23706642,177617514,Negar,Reinickendorf,Ost 1,52.561539,13.367839,Private room,13.000000,7,1,1,0
24568083,103685649,Nuri,Lichtenberg,Friedrichsfelde Süd,52.495335,13.514696,Private room,13.000000,5,1,1,0
9569464,13628202,Oskar,Neukölln,Rixdorf,52.472214,13.444345,Private room,13.000000,1,14,1,0
22923882,85632419,Paula,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.523121,13.453298,Private room,13.000000,14,0,1,0
20958732,4416185,Philipp,Pankow,Weißensee,52.552830,13.451855,Private room,13.000000,2,7,1,0
20205566,125134689,Pulci,Neukölln,Rudow,52.429604,13.493254,Private room,13.000000,5,12,1,32
9297443,48268160,Reini,Mitte,Wedding Zentrum,52.542473,13.354127,Private room,13.000000,8,0,1,0
9687122,12141370,Simon,Neukölln,Neuköllner Mitte/Zentrum,52.465717,13.433154,Private room,13.000000,5,1,3,0
15153401,8250486,Singer Hostel Berlin,Mitte,Alexanderplatz,52.516914,13.426024,Shared room,13.000000,1,59,43,74
20585317,72431890,Vanessa,Mitte,Osloer Straße,52.563915,13.378948,Private room,13.000000,5,1,1,0
14200405,86149098,Yvonne,Treptow - Köpenick,Köpenick-Nord,52.467682,13.589546,Private room,13.000000,7,1,1,0
23274121,35193596,Adelina,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.429363,13.218111,Private room,14.000000,5,1,1,0
11447127,50997131,Aisling,Pankow,Prenzlauer Berg Nordwest,52.546436,13.411204,Private room,14.000000,1,0,1,0
24003843,3848986,Andreya,Neukölln,Schillerpromenade,52.475864,13.418982,Private room,14.000000,20,0,1,0
29562170,180242594,Antonin,Marzahn - Hellersdorf,Marzahn-Mitte,52.557568,13.560749,Private room,14.000000,1,0,1,67
20083665,77203278,Ayla,Neukölln,Neuköllner Mitte/Zentrum,52.468472,13.444895,Private room,14.000000,4,1,2,0
28061799,163404075,Bao,Mitte,Moabit West,52.528561,13.327765,Private room,14.000000,4,7,1,0
23321883,173675940,Cecilia,Neukölln,Neuköllner Mitte/Zentrum,52.476261,13.430801,Private room,14.000000,19,0,1,0
18383431,8792609,Christian,Neukölln,Neuköllner Mitte/Zentrum,52.467987,13.442720,Private room,14.000000,1,4,3,0
13272210,23339102,Clemens,Neukölln,Neuköllner Mitte/Zentrum,52.476368,13.439117,Private room,14.000000,4,1,1,0
17263261,25344663,Dennis,Neukölln,Neuköllner Mitte/Zentrum,52.471455,13.441383,Private room,14.000000,1,1,1,332
29254686,220393342,Doro,Neukölln,Schillerpromenade,52.467949,13.428118,Private room,14.000000,2,0,1,21
22903097,169450739,Elena,Tempelhof - Schöneberg,Tempelhof,52.466972,13.383667,Private room,14.000000,2,31,2,49
7166585,37535540,Eva,Mitte,Moabit West,52.528057,13.316774,Private room,14.000000,3,17,1,0
20468302,124044901,Gabrielė,Neukölln,Rixdorf,52.478779,13.447933,Private room,14.000000,2,3,1,0
19861806,88971316,Hannah,Tempelhof - Schöneberg,Mariendorf,52.447445,13.382194,Private room,14.000000,7,0,1,0
21819946,109995917,Inn-Berlin,Mitte,Osloer Straße,52.559898,13.386017,Shared room,14.000000,2,17,14,327
21844219,109995917,Inn-Berlin,Mitte,Osloer Straße,52.560005,13.386251,Shared room,14.000000,2,11,14,319
21844344,109995917,Inn-Berlin,Mitte,Osloer Straße,52.559902,13.386725,Shared room,14.000000,2,16,14,328
8863438,45386071,Iris,Mitte,Moabit West,52.527302,13.331836,Private room,14.000000,14,0,1,0
12281381,49815862,Jacob,Lichtenberg,Alt-Hohenschönhausen Süd,52.535305,13.475581,Private room,14.000000,3,153,2,58
26448483,84221379,Jenny,Mitte,Osloer Straße,52.555183,13.394121,Private room,14.000000,7,1,1,0
7496906,2455803,Jill,Pankow,Blankenburg/Heinersdorf/Märchenland,52.594513,13.454570,Private room,14.000000,1,0,2,0
25922110,25938381,Jochen,Neukölln,Rixdorf,52.477425,13.439508,Private room,14.000000,5,6,1,40
21417127,155205098,Johannes,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.491230,13.421976,Private room,14.000000,2,33,1,64
6884248,999330,Josefine,Tempelhof - Schöneberg,Tempelhof,52.465748,13.376402,Private room,14.000000,1,26,4,0
24353360,62606288,Jule,Treptow - Köpenick,Dammvorstadt,52.456120,13.578932,Entire home/apt,14.000000,17,0,1,0
17822654,121851646,Karl,Neukölln,Rixdorf,52.470734,13.450809,Private room,14.000000,14,0,1,0
16154604,105437531,Kate,Lichtenberg,Alt-Lichtenberg,52.515282,13.488960,Private room,14.000000,15,11,2,0
27295377,203455753,Lan,Mitte,Wedding Zentrum,52.552563,13.379424,Shared room,14.000000,1,26,1,139
19640113,87248928,Lenny,Neukölln,Neuköllner Mitte/Zentrum,52.481609,13.433477,Private room,14.000000,1,0,1,0
17324076,116940839,Linda,Mitte,Moabit Ost,52.530979,13.348618,Private room,14.000000,14,2,1,0
11820086,24194309,Lisa,Mitte,Moabit West,52.532246,13.331142,Private room,14.000000,10,0,1,0
14116778,85075824,Lisa,Steglitz - Zehlendorf,Albrechtstr.,52.451172,13.319373,Private room,14.000000,5,1,1,0
13382971,35208528,Luca-Elia,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.505833,13.464993,Private room,14.000000,7,2,1,0
11365741,59556818,Lula,Mitte,Wedding Zentrum,52.550320,13.359159,Private room,14.000000,6,2,1,0
14546569,90017910,Mara,Pankow,Prenzlauer Berg Nord,52.551945,13.416164,Private room,14.000000,3,5,1,0
9741537,50259787,Maren,Neukölln,Neuköllner Mitte/Zentrum,52.482014,13.428437,Private room,14.000000,5,0,1,0
11310047,45754389,Marie-Wally,Tempelhof - Schöneberg,Tempelhof,52.466141,13.390857,Private room,14.000000,1,1,1,0
23714077,8754890,Mina,Neukölln,Reuterstraße,52.482327,13.438491,Private room,14.000000,7,1,1,0
7992227,12351621,Nanuk,Mitte,Moabit West,52.527275,13.334608,Private room,14.000000,14,6,3,0
20547251,20396767,Neele,Mitte,Osloer Straße,52.565308,13.389208,Private room,14.000000,3,1,1,0
11891301,55657247,Patrick,Mitte,Parkviertel,52.554863,13.341226,Private room,14.000000,1,50,1,361
17478363,103331377,Renata,Lichtenberg,Alt-Lichtenberg,52.513264,13.482373,Private room,14.000000,15,6,1,102
23346110,42344555,Sebastian,Treptow - Köpenick,Alt  Treptow,52.488705,13.445718,Private room,14.000000,7,1,1,0
18367909,72268035,Sergej,Lichtenberg,Neu Lichtenberg,52.510529,13.502880,Private room,14.000000,5,4,1,0
10585302,29216174,Sophie,Charlottenburg-Wilm.,Westend,52.514107,13.275995,Private room,14.000000,1,0,1,0
24008051,179664901,Stefan,Treptow - Köpenick,Oberschöneweide,52.458710,13.536874,Private room,14.000000,30,11,1,249
23513742,63317544,Stephanie,Mitte,Brunnenstr. Nord,52.544647,13.399779,Private room,14.000000,4,2,1,0
9554619,4708545,Svenja,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.500114,13.443885,Private room,14.000000,1,0,2,0
18586882,4259960,Sébastien,Pankow,Helmholtzplatz,52.540962,13.422738,Private room,14.000000,1,135,4,11
22303688,51107633,Tina,Neukölln,Reuterstraße,52.486961,13.439512,Private room,14.000000,1,0,1,0
9047612,19888788,Ulysse,Neukölln,Rixdorf,52.484627,13.447229,Private room,14.000000,5,2,1,0
20191545,143773893,Vinit,Lichtenberg,Alt-Lichtenberg,52.524712,13.513342,Private room,14.000000,2,4,1,0
10985395,30778641,Ahmad,Treptow - Köpenick,Adlershof,52.438908,13.550174,Shared room,15.000000,1,0,1,0
21770085,21148290,Akosua,Mitte,Parkviertel,52.552769,13.341578,Private room,15.000000,7,5,1,0
14933760,23669100,Al-Shaimaa,Charlottenburg-Wilm.,Westend,52.518532,13.282063,Private room,15.000000,2,28,1,0
1540436,3944944,Alba,Pankow,Prenzlauer Berg Nordwest,52.546635,13.408078,Private room,15.000000,15,16,1,126
22952790,39942125,Alina,Mitte,Osloer Straße,52.553120,13.388720,Private room,15.000000,14,0,1,0
8301757,43771477,Andrea,Neukölln,Schillerpromenade,52.473923,13.424479,Private room,15.000000,2,1,1,0
29355403,221150356,Andrea,Neukölln,Britz,52.445793,13.452250,Shared room,15.000000,1,0,1,1
26905005,202418545,Anja,Spandau,Wilhelmstadt,52.532764,13.196805,Shared room,15.000000,1,8,1,113
18605976,59624172,Anna,Neukölln,Rixdorf,52.478466,13.447865,Private room,15.000000,1,15,1,163
23142725,84981057,Anna,Tempelhof - Schöneberg,Mariendorf,52.448814,13.383142,Private room,15.000000,3,3,1,0
23740543,9484081,Anna,Lichtenberg,Fennpfuhl,52.523952,13.474813,Private room,15.000000,7,1,1,0
11670888,61963951,Antoine,Mitte,Wedding Zentrum,52.555237,13.378633,Private room,15.000000,6,6,1,0
24473769,147762706,Anton,Mitte,Wedding Zentrum,52.548203,13.363164,Private room,15.000000,4,4,1,0
8547488,43613615,Asselya,Mitte,Parkviertel,52.542847,13.348213,Private room,15.000000,5,0,1,0
23173891,167238549,Astrid,Treptow - Köpenick,Kölln. Vorstadt/Spindlersf.,52.445580,13.566927,Private room,15.000000,1,77,2,1
9522543,43203827,Aum Niranjana,Tempelhof - Schöneberg,Tempelhof,52.448380,13.363229,Shared room,15.000000,5,9,1,306
16238572,106145463,Ayaha,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.501427,13.423726,Private room,15.000000,3,1,1,0
16553734,108988707,Barei,Lichtenberg,Alt-Hohenschönhausen Süd,52.536251,13.505795,Private room,15.000000,1,7,2,0
28993435,184038561,Ben,Mitte,Alexanderplatz,52.524975,13.413071,Shared room,15.000000,2,2,2,42
23474140,95763494,Bernard,Marzahn - Hellersdorf,Hellersdorf-Süd,52.530651,13.598329,Private room,15.000000,2,0,2,0
6649378,6910380,Biljana,Pankow,Pankow Zentrum,52.565239,13.394077,Private room,15.000000,1,0,1,0
25407640,191808700,Brigitte,Pankow,Prenzlauer Berg Südwest,52.536144,13.421060,Entire home/apt,15.000000,2,4,1,0
10989650,57021007,Busch,Mitte,Osloer Straße,52.559845,13.381001,Entire home/apt,15.000000,2,0,1,0
21943070,21269927,Cameron,Neukölln,Rixdorf,52.480873,13.447695,Private room,15.000000,7,1,1,0
11224659,58491623,Carl,Reinickendorf,Ost 1,52.575012,13.361999,Private room,15.000000,2,0,1,0
4028485,20885834,Charly,Mitte,Moabit West,52.532959,13.329177,Private room,15.000000,6,3,1,0
26744557,175089534,Chloe,Mitte,Moabit West,52.531498,13.341720,Shared room,15.000000,2,14,1,0
20944010,150595694,Christina,Neukölln,Schillerpromenade,52.478996,13.421355,Private room,15.000000,5,1,1,0
20065609,142600191,Christopher,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.503265,13.429790,Private room,15.000000,12,1,1,0
8804066,46130963,Chung,Pankow,Pankow Süd,52.570744,13.424598,Private room,15.000000,1,0,1,0
22265499,131673209,Chunmei,Steglitz - Zehlendorf,Drakestr.,52.420773,13.296397,Private room,15.000000,1,1,1,0
9832276,50637258,David,Neukölln,Reuterstraße,52.484852,13.435946,Private room,15.000000,1,8,1,0
18861030,37180869,David,Neukölln,Reuterstraße,52.483486,13.442485,Private room,15.000000,3,3,1,0
23646680,131278168,Denny,Mitte,Alexanderplatz,52.531483,13.375858,Private room,15.000000,14,2,1,4
7905500,41686927,Derya,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.494217,13.435137,Shared room,15.000000,1,0,1,0
8592135,43217295,Dimitra,Mitte,Wedding Zentrum,52.541576,13.351149,Private room,15.000000,5,1,2,0
24498176,70917393,Dina,Mitte,Moabit Ost,52.533989,13.348330,Private room,15.000000,1,4,1,1
29089112,57218369,Elli,Pankow,Pankow Süd,52.554058,13.416131,Private room,15.000000,1,3,1,59
28003789,211356294,Emad,Neukölln,Rixdorf,52.480293,13.435831,Private room,15.000000,2,2,2,13
28142307,211356294,Emad,Neukölln,Neuköllner Mitte/Zentrum,52.475235,13.439167,Private room,15.000000,2,2,2,79
20401029,19063652,Eric,Lichtenberg,Karlshorst,52.480419,13.524784,Private room,15.000000,3,8,2,0
21196359,19063652,Eric,Lichtenberg,Karlshorst,52.479404,13.523276,Private room,15.000000,3,10,2,1
24168977,1193282,Erin,Neukölln,Schillerpromenade,52.465065,13.428826,Private room,15.000000,3,0,1,0
22257525,99737092,Esa,Neukölln,Schillerpromenade,52.469616,13.422508,Private room,15.000000,14,0,1,0
17384386,87426181,Euan,Lichtenberg,Neu Lichtenberg,52.503777,13.472885,Private room,15.000000,3,0,1,0
20589409,109645271,Fanny,Mitte,Moabit West,52.526638,13.335013,Private room,15.000000,1,3,1,0
7876698,41518727,Felix,Neukölln,Rixdorf,52.479221,13.450097,Entire home/apt,15.000000,1,0,1,0
8115197,42851391,Ferdinand,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.500946,13.418673,Entire home/apt,15.000000,5,3,1,0
15959621,103639447,Ferenc,Pankow,Prenzlauer Berg Nordwest,52.551434,13.401982,Private room,15.000000,2,4,1,0
21172270,152843202,Frank,Charlottenburg-Wilm.,Neue Kantstraße,52.506485,13.302066,Private room,15.000000,4,0,1,0
11110968,32121608,Franziska,Pankow,Prenzlauer Berg Süd,52.529140,13.421803,Shared room,15.000000,1,0,1,0
